PK,SK,name,hiragana,level,english,vietnamese,chinese,korean,indonesian,hindi,lexical_category,accent_up,accent_down,EntityType
WORD,258,来年,らいねん,2,next year,năm sau,明年,내년,tahun depan,अगले साल,noun,1,,Word
WORD,259,毎日,まいにち,2,every day,hàng ngày,每天,매일,setiap hari,रोज़,noun,,1,Word
WORD,260,毎週,まいしゅう,2,every week,hàng tuần,每周,매주,setiap minggu,हर हफ़्ते,noun,1,,Word
WORD,261,毎晩,まいばん,3,every night,mỗi tối,每晚,매일 밤,setiap malam,हर रात,noun,,1,Word
WORD,262,今朝,けさ,3,this morning,sáng nay,今天早上,오늘 아침,pagi ini,आज सुबह,noun,,1,Word
WORD,263,今晩,こんばん,2,tonight,tối nay,今晚,오늘밤,malam ini,आज रात,noun,,1,Word
WORD,264,昨夜,さくや,3,last night,tối qua,昨晚,어젯밤,tadi malam,कल रात,noun,1,2,Word
WORD,265,誕生日,たんじょうび,2,birthday,sinh nhật,生日,생일,ulang tahun,जन्मदिन,noun,1,3,Word
WORD,266,音楽,おんがく,2,music,âm nhạc,音乐,음악,musik,संगीत,noun,,1,Word
WORD,267,ピアノ,ピアノ,3,piano,đàn piano,钢琴,피아노,piano,पियानो,noun,1,,Word
WORD,268,ギター,ギター,6,guitar,đàn guitar,吉他,기타,gitar,गिटार,noun,,1,Word
WORD,269,カラオケ,カラオケ,5,karaoke,karaoke,卡拉OK,노래방,karaoke,कराओके,noun,1,,Word
WORD,270,働きます,はたらきます,1,to work,làm việc,工作,일하다,bekerja,काम करना,verb5,1,5,Word
WORD,271,行きます,いきます,1,to go,đi,去,가다,pergi,जाना,verb5,1,3,Word
WORD,272,帰ります,かえります,1,to return home,về,回家,돌아가다,pulang,लौटना,verb5,1,4,Word
WORD,273,飲みます,のみます,1,to drink,uống,喝,마시다,minum,पीना,verb5,1,3,Word
WORD,274,読みます,よみます,1,to read,đọc,读,읽다,membaca,पढ़ना,verb5,1,3,Word
WORD,275,買います,かいます,1,to buy,mua,买,사다,membeli,ख़रीदना,verb5,1,3,Word
WORD,276,聞きます,ききます,1,to listen,nghe,听,듣다,mendengar,सुनना,verb5,1,3,Word
WORD,277,撮ります,とります,2,to take a picture,chụp ảnh,拍,찍다,mengambil foto,फ़ोटो खींचना,verb5,1,3,Word
WORD,278,会います,あいます,3,to meet,gặp,见面,만나다,bertemu,मिलना,verb5,1,3,Word
WORD,279,吸います,すいます,4,to suck,hút,吸,빨다,menghirup,चूसना,verb5,1,3,Word
WORD,280,切ります,きります,2,to cut,cắt,切,자르다,memotong,काटना,verb5,1,3,Word
WORD,281,終わります,おわります,2,to finish,kết thúc,结束,끝나다,selesai,ख़त्म होना,verb5,1,4,Word
WORD,282,習います,ならいます,3,to learn,học,学习,배우다,belajar,सीखना,verb5,1,4,Word
WORD,283,貸します,かします,3,to lend,cho mượn,借出,빌려주다,meminjamkan,उधार देना,verb5,1,3,Word
WORD,284,もらいます,もらいます,2,to receive,nhận,收到,받다,menerima,प्राप्त करना,verb5,1,4,Word
WORD,285,笑います,わらいます,2,to laugh,cười,笑,웃다,tertawa,हँसना,verb5,1,4,Word
WORD,286,渡します,わたします,2,to pass (an item),đưa,递给,건네다,menyerahkan,देना,verb5,1,4,Word
WORD,287,叱ります,しかります,4,to scold,mắng,斥责,꾸짖다,memarahi,डाँटना,verb5,1,4,Word
WORD,288,歌います,うたいます,3,to sing,hát,唱歌,노래하다,bernyanyi,गाना,verb5,1,4,Word
WORD,289,踊ります,おどります,3,to dance,nhảy,跳舞,춤추다,menari,नाचना,verb5,1,4,Word
WORD,290,弾きます,ひきます,6,to play (an instrument),chơi (nhạc cụ),弹奏,연주하다,memainkan,बजाना,verb5,1,3,Word
WORD,291,泣きます,なきます,3,to cry,khóc,哭,울다,menangis,रोना,verb5,1,3,Word
WORD,292,怒ります,おこります,3,to get angry,giận,生气,화내다,marah,गुस्सा होना,verb5,1,4,Word
WORD,293,言います,いいます,1,to say,nói,说,말하다,mengatakan,कहना,verb5,1,3,Word
WORD,294,話します,はなします,3,to talk,nói chuyện,说话,이야기하다,berbicara,बात करना,verb5,1,4,Word
WORD,295,立ちます,たちます,3,to stand up,đứng lên,站,서다,berdiri,खड़ा होना,verb5,1,3,Word
WORD,296,座ります,すわります,1,to sit down,ngồi xuống,坐,앉다,duduk,बैठना,verb5,1,4,Word
WORD,297,出します,だします,2,to put out,lấy ra,拿出,내다,mengeluarkan,निकालना,verb5,1,3,Word
WORD,298,住みます,すみます,2,to live,sống,住,살다,tinggal,रहना,verb5,1,3,Word
WORD,299,作ります,つくります,2,to make,làm,做,만들다,membuat,बनाना,verb5,1,4,Word
WORD,300,売ります,うります,2,to sell,bán,卖,팔다,menjual,बेचना,verb5,1,3,Word
WORD,301,使います,つかいます,2,to use,sử dụng,用,쓰다,menggunakan,इस्तेमाल करना,verb5,1,4,Word
WORD,302,遊びます,あそびます,2,to play,chơi,玩,놀다,bermain,खेलना,verb5,1,4,Word
WORD,303,かかります,かかります,3,to cost (money),tốn,花费,걸리다,menghabiskan,लगना,verb5,1,4,Word
WORD,304,急ぎます,いそぎます,3,to hurry,vội,赶快,서두르다,buru-buru,जल्दी करना,verb5,1,4,Word
WORD,307,起きます,おきます,1,to wake up,thức dậy,起床,일어나다,bangun,उठना,verb1up,1,3,Word
WORD,308,寝ます,ねます,1,to sleep,ngủ,睡觉,자다,tidur,सोना,verb1down,1,2,Word
WORD,309,食べます,たべます,1,to eat,ăn,吃,먹다,makan,खाना,verb1down,1,3,Word
WORD,310,見せます,みせます,3,to show,cho xem,给看,보여주다,menunjukkan,दिखाना,verb1down,1,3,Word
WORD,311,出かけます,でかけます,5,to go out,ra ngoài,出门,외출하다,keluar,बाहर जाना,verb1down,1,4,Word
WORD,312,浴びます,あびます,5,to take a shower,tắm,洗澡,씻다,mandi,नहाना,verb1up,1,3,Word
WORD,314,始めます,はじめます,1,to start,bắt đầu,开始,시작하다,memulai,शुरू करना,verb1down,1,4,Word
WORD,315,教えます,おしえます,1,to teach,dạy,教,가르치다,mengajar,सिखाना,verb1down,1,4,Word
WORD,316,借ります,かります,2,to borrow,mượn,借,빌리다,meminjam,उधार लेना,verb1up,1,3,Word
WORD,317,あげます,あげます,2,to give,cho,给,주다,memberi,देना,verb1down,1,3,Word
WORD,318,入れます,いれます,3,to put in,cho vào,放入,넣다,memasukkan,डालना,verb1down,1,3,Word
WORD,319,足ります,たります,5,to saffice,đủ,足够,충분하다,cukup,काफ़ी होना,verb1up,1,3,Word
WORD,320,勤めます,つとめます,3,to work,làm việc,工作,다니다,bekerja,नौकरी करना,verb1down,1,4,Word
WORD,321,開けます,あけます,2,to open,mở,打开,열다,membuka,खोलना,verb1down,1,3,Word
WORD,322,閉めます,しめます,2,to close,đóng,关,닫다,menutup,बंद करना,verb1down,1,3,Word
WORD,324,消します,けします,2,to delete,xóa,擦除,지우다,menghapus,मिटाना,verb5,1,3,Word
WORD,325,勉強します,べんきょうします,1,to learn,học,学习,공부하다,belajar,पढ़ाई करना,verb_sa,1,6,Word
WORD,326,食事します,しょくじします,3,to have a meal,dùng bữa,用餐,식사하다,makan,भोजन करना,verb_sa,1,5,Word
WORD,327,来ます,きます,2,to come,đến,来,오다,datang,आना,verb_ka,1,2,Word
WORD,329,します,します,1,to do,làm,做,하다,melakukan,करना,verb_sa,1,2,Word
WORD,331,練習します,れんしゅうします,3,to practice,luyện tập,练习,연습하다,berlatih,अभ्यास करना,verb_sa,1,6,Word
WORD,332,復習します,ふくしゅうします,5,to review,ôn tập,复习,복습하다,mengulang pelajaran,दोहराना,verb_sa,1,6,Word
WORD,333,結婚します,けっこんします,2,to marry,kết hôn,结婚,결혼하다,menikah,शादी करना,verb_sa,1,6,Word
WORD,334,いつも,いつも,1,everytime,luôn luôn,总是,항상,selalu,हमेशा,adverb,,1,Word
WORD,335,大抵,たいてい,3,usually,thường,大多,대개,biasanya,आमतौर पर,adverb,1,,Word
WORD,336,よく,よく,3,often,hay,经常,자주,sering,अक्सर,adverb,,1,Word
WORD,337,時々,ときどき,2,sometimes,thỉnh thoảng,有时,가끔,kadang-kadang,कभी-कभी,adverb,1,,Word
WORD,338,あまり,あまり,3,not much,không lắm,不太,별로,tidak terlalu,ज़्यादा नहीं,adverb,1,,Word
WORD,339,全然,ぜんぜん,3,not at all,hoàn toàn không,完全不,전혀,sama sekali tidak,बिल्कुल नहीं,adverb,1,,Word
WORD,340,とても,とても,2,very,rất,很,매우,sangat,बहुत,adverb,1,,Word
WORD,341,もっと,もっと,3,more,thêm,更多,더,lebih,और,adverb,,1,Word
WORD,342,たくさん,たくさん,1,a lot,nhiều,很多,많이,banyak,बहुत,adverb,1,,Word
WORD,343,少し,すこし,1,a bit,một chút,一点,조금,sedikit,थोड़ा,adverb,1,2,Word
WORD,344,ゆっくり,ゆっくり,1,slowly,chậm,慢慢,천천히,pelan-pelan,धीरे,adverb,1,3,Word
WORD,345,もう,もう,3,already,rồi,已经,이미,sudah,पहले ही,adverb,,1,Word
WORD,346,大きい,おおきい,1,big,to,大,크다,besar,बड़ा,i_adjective,1,3,Word
WORD,347,小さい,ちいさい,1,small,nhỏ,小,작다,kecil,छोटा,i_adjective,1,3,Word
WORD,348,高い,たかい,1,expensive,đắt,贵,비싸다,mahal,महंगा,i_adjective,1,2,Word
WORD,349,安い,やすい,2,cheap,rẻ,便宜,싸다,murah,सस्ता,i_adjective,1,2,Word
WORD,350,低い,ひくい,1,low,thấp,低,낮다,rendah,नीचा,i_adjective,1,2,Word
WORD,351,良い,よい,1,good,tốt,好,좋다,baik,अच्छा,i_adjective,,1,Word
WORD,352,悪い,わるい,1,bad,xấu,坏,나쁘다,buruk,बुरा,i_adjective,1,2,Word
WORD,353,遠い,とおい,1,far,xa,远,멀다,jauh,दूर,i_adjective,1,2,Word
WORD,354,近い,ちかい,1,close,gần,近,가깝다,dekat,पास,i_adjective,1,2,Word
WORD,355,新しい,あたらしい,1,new,mới,新,새롭다,baru,नया,i_adjective,1,4,Word
WORD,356,古い,ふるい,2,old,cũ,旧,오래되다,tua,पुराना,i_adjective,1,2,Word
WORD,357,辛い,からい,2,hard,cay,辣,맵다,pedas,मसालेदार,i_adjective,1,2,Word
WORD,358,甘い,あまい,2,sweet,ngọt,甜,달다,manis,मीठा,i_adjective,1,2,Word
WORD,359,苦い,にがい,3,bitter,đắng,苦,쓰다,pahit,कड़वा,i_adjective,1,2,Word
WORD,360,難しい,むずかしい,3,difficult,khó,难,어렵다,sulit,कठिन,i_adjective,1,4,Word
WORD,361,若い,わかい,3,young,trẻ,年轻,젊다,muda,जवान,i_adjective,1,2,Word
WORD,362,長い,ながい,2,long,dài,长,길다,panjang,लंबा,i_adjective,1,2,Word
WORD,363,短い,みじかい,2,short,ngắn,短,짧다,pendek,छोटा,i_adjective,1,3,Word
WORD,364,早い,はやい,2,early,nhanh,早,이르다,cepat,जल्दी,i_adjective,1,2,Word
WORD,365,遅い,おそい,2,slow,chậm,慢,늦다,lambat,देर,i_adjective,1,2,Word
WORD,366,うるさい,うるさい,3,noisy,ồn ào,吵闹,시끄럽다,berisik,शोर,i_adjective,1,3,Word
WORD,367,明るい,あかるい,3,bright,sáng,明亮,밝다,terang,उज्ज्वल,i_adjective,1,2,Word
WORD,368,暗い,くらい,3,dark,tối,黑暗,어둡다,gelap,अंधेरा,i_adjective,1,2,Word
WORD,369,汚い,きたない,2,dirty,bẩn,脏,더럽다,kotor,गंदा,i_adjective,1,3,Word
WORD,370,面白い,おもしろい,2,interesting,thú vị,有趣,재미있다,menarik,दिलचस्प,i_adjective,1,4,Word
WORD,371,つまらない,つまらない,3,boring,nhàm chán,无聊,재미없다,membosankan,उबाऊ,i_adjective,1,3,Word
WORD,372,嬉しい,うれしい,2,happy,vui,高兴,기쁘다,senang,खुश,i_adjective,1,3,Word
WORD,373,悲しい,かなしい,2,sad,buồn,悲伤,슬프다,sedih,उदास,i_adjective,1,3,Word
WORD,374,楽しい,たのしい,1,fun,vui vẻ,开心,즐겁다,menyenangkan,मजेदार,i_adjective,1,3,Word
WORD,375,寂しい,さびしい,5,lonely,cô đơn,寂寞的,외롭다,kesepian,अकेला,i_adjective,1,3,Word
WORD,376,怖い,こわい,3,scared,sợ,可怕,무섭다,menakutkan,डरावना,i_adjective,1,2,Word
WORD,377,暑い,あつい,1,hot,nóng,热,덥다,panas,गर्म,i_adjective,1,2,Word
WORD,378,寒い,さむい,1,cold,lạnh,冷,춥다,dingin,ठंडा,i_adjective,1,2,Word
WORD,379,冷たい,つめたい,2,cold,lạnh,冷,차갑다,dingin,ठंडा,i_adjective,1,3,Word
WORD,380,暖かい,あたたかい,2,warm,ấm,温暖,따뜻하다,hangat,गरम,i_adjective,1,4,Word
WORD,381,涼しい,すずしい,3,cool,mát,凉爽,시원하다,sejuk,ठंडा,i_adjective,1,3,Word
WORD,383,狭い,せまい,2,narrow,hẹp,窄,좁다,sempit,संकरा,i_adjective,1,2,Word
WORD,384,広い,ひろい,2,wide,rộng,宽,넓다,luas,चौड़ा,i_adjective,1,2,Word
WORD,385,忙しい,いそがしい,3,busy,bận,忙,바쁘다,sibuk,व्यस्त,i_adjective,1,4,Word
WORD,386,親切な,しんせつな,5,kind,tốt bụng,亲切的,친절하다,ramah,दयालु,na_adjective,,1,Word
WORD,387,簡単な,かんたんな,3,easy,đơn giản,简单,간단하다,mudah,आसान,na_adjective,1,,Word
WORD,388,綺麗な,きれいな,1,beautiful,xinh đẹp,漂亮,예쁜,cantik,सुंदर,na_adjective,,1,Word
WORD,389,有名な,ゆうめいな,3,famous,nổi tiếng,有名,유명하다,terkenal,प्रसिद्ध,na_adjective,1,,Word
WORD,390,ハンサムな,ハンサムな,6,handsome,đẹp trai,英俊的,잘생기다,tampan,सुंदर,na_adjective,,1,Word
WORD,391,賑やかな,にぎやかな,5,lively,nhộn nhịp,热闹的,번화하다,ramai,चहल-पहल वाला,na_adjective,1,2,Word
WORD,392,静かな,しずかな,3,quiet,yên tĩnh,安静,조용하다,tenang,शांत,na_adjective,,1,Word
WORD,393,上手な,じょうずな,2,good,giỏi,擅长,능숙하다,pintar,माहिर,na_adjective,1,3,Word
WORD,394,下手な,へたな,2,poor,dở,不擅长,서투르다,tidak pintar,कमज़ोर,na_adjective,1,2,Word
WORD,395,好きな,すきな,1,favorite,thích,喜欢,좋아하는,suka,पसंदीदा,na_adjective,1,2,Word
WORD,396,嫌いな,きらいな,1,unfavorite,ghét,讨厌,싫어하는,tidak suka,नापसंद,na_adjective,1,,Word
WORD,397,暇な,ひまな,3,i'm bored,nhàn rỗi,空闲,한가하다,senggang,फ़ुर्सत,na_adjective,1,,Word
WORD,398,何,なに,1,what,cái gì,什么,무엇,apa,क्या,pronoun,,1,Word
WORD,399,どれ,どれ,2,which one,cái nào,哪个,어느 것,yang mana,कौन सा,pronoun,,1,Word
WORD,400,誰,だれ,1,who,ai,谁,누구,siapa,कौन,pronoun,,1,Word
WORD,401,誰の,だれの,2,whose,của ai,谁的,누구의,milik siapa,किसका,attributive_adjective,,1,Word
WORD,402,いつ,いつ,1,when,khi nào,什么时候,언제,kapan,कब,adverb,,1,Word
WORD,403,どこ,どこ,1,where,ở đâu,哪里,어디,di mana,कहाँ,pronoun,,1,Word
WORD,404,どうして,どうして,2,why,tại sao,为什么,왜,mengapa,क्यों,adverb,,1,Word
WORD,405,美味しい,おいしい,1,delicious,ngon,好吃,맛있다,enak,स्वादिष्ट,i_adjective,1,3,Word
WORD,406,女性,じょせい,3,woman,phụ nữ,女性,여성,wanita,महिला,noun,1,,Word
WORD,407,男性,だんせい,3,male,đàn ông,男性,남성,pria,पुरुष,noun,1,,Word
WORD,408,優しい,やさしい,2,kind,hiền,温柔,상냥하다,baik,दयालु,i_adjective,1,3,Word
WORD,409,どの,どの,3,which,cái nào,哪个,어느,yang mana,कौन सा,attributive_adjective,,1,Word
WORD,500,有ります,あります,1,there is,có (vật),有,있다,ada,होना,verb5,1,3,Word
WORD,501,居ます,います,2,to be,có (người),在,있다,ada,होना,verb1up,1,2,Word
WORD,502,何時,なんじ,6,what time,mấy giờ,几点,몇 시,jam berapa,कितने बजे,noun,,1,Word
WORD,503,朝,あさ,2,morning,buổi sáng,早上,아침,pagi,सुबह,noun,,1,Word
WORD,504,昼,ひる,2,noon/daytime,buổi trưa,中午,낮,siang,दोपहर,noun,1,,Word
WORD,505,晩,ばん,3,evening,buổi tối,晚上,저녁,malam,शाम,noun,1,,Word
WORD,506,夜,よる,2,night,buổi tối,晚上,밤,malam,रात,noun,,1,Word
WORD,507,今,いま,2,now,bây giờ,现在,지금,sekarang,अभी,noun,,1,Word
WORD,508,分,ふん,3,minute,~phút,分钟,분,menit,मिनट,noun,,1,Word
WORD,509,半分,はんぶん,4,half,rưỡi,一半,절반,setengah,आधा,noun,1,3,Word
WORD,510,歳,さい,2,~years old,~tuổi,岁,살,tahun,साल,counter,,,Word
WORD,511,人,ひと,2,people,~người,人,사람,orang,व्यक्ति,noun,1,,Word
WORD,512,円,えん,2,japanese yen,~yên,日元,엔,yen,येन,counter,1,,Word
WORD,513,個,こ,2,~pieces (general counter),~cái/chiếc,个,개,buah,टुकड़े,counter,,,Word
WORD,514,冊,さつ,4,~volumes (books),~cuốn/quyển,本,권,eksemplar,- ग्रंथ,counter,,,Word
WORD,515,杯,はい,4,~cups/glasses,~cốc/ly,杯,잔,cangkir,- कप,counter,,,Word
WORD,516,匹,ひき,6,~small animals,~con (động vật nhỏ),只,마리,ekor,- जानवर,counter,,,Word
WORD,517,枚,まい,4,~flat objects,~tờ/chiếc,张,장,lembar,- चादर,counter,,,Word
WORD,518,上,うえ,2,up/above,trên,上,위,atas,ऊपर,noun,1,,Word
WORD,519,下,した,2,down/under,dưới,下,아래,bawah,नीचे,noun,1,,Word
WORD,520,中,なか,2,inside,trong,里面,안,dalam,अंदर,noun,,1,Word
